Date,Last,Volume
2021-10-03 18:00:01,75.95,1
2021-10-03 18:00:02,75.975,1
2021-10-03 18:00:03,76.0,4
2021-10-03 18:00:03,76.05,1
2021-10-03 18:00:03,76.075,1
2021-10-03 18:00:03,76.1,2
2021-10-03 18:00:03,76.075,1
2021-10-03 18:00:03,76.1,2
2021-10-03 18:00:05,76.0,1
2021-10-03 18:00:08,76.125,1
2021-10-03 18:00:08,76.15,2
2021-10-03 18:00:08,76.1,2
2021-10-03 18:00:08,76.15,6
2021-10-03 18:00:08,76.175,1
2021-10-03 18:00:08,76.1,2
2021-10-03 18:00:12,76.1,2
2021-10-03 18:00:12,76.075,2
2021-10-03 18:00:12,76.05,1
2021-10-03 18:00:12,76.025,1
2021-10-03 18:00:12,76.075,1
2021-10-03 18:00:12,76.05,1
2021-10-03 18:00:13,76.05,2
2021-10-03 18:00:15,76.0,2
2021-10-03 18:00:16,75.975,1
2021-10-03 18:00:16,76.0,3
2021-10-03 18:00:32,76.0,1
2021-10-03 18:00:37,76.0,1
2021-10-03 18:00:37,76.025,1
2021-10-03 18:00:41,76.0,1
2021-10-03 18:00:55,76.05,1
2021-10-03 18:01:17,76.05,1
2021-10-03 18:01:20,76.1,2
2021-10-03 18:01:37,76.1,1
2021-10-03 18:01:40,76.1,1
2021-10-03 18:02:05,76.1,1
2021-10-03 18:02:08,76.1,1
2021-10-03 18:02:19,76.1,1
2021-10-03 18:02:31,76.1,1
2021-10-03 18:02:49,76.075,1
2021-10-03 18:03:00,76.075,1
2021-10-03 18:03:05,76.1,1
2021-10-03 18:03:10,76.075,1
2021-10-03 18:03:14,76.075,1
2021-10-03 18:03:38,76.0,2
2021-10-03 18:03:38,75.975,1
2021-10-03 18:03:40,76.0,3
2021-10-03 18:03:49,75.975,2
2021-10-03 18:03:52,76.025,2
2021-10-03 18:03:53,76.025,1
2021-10-03 18:03:57,75.975,1
2021-10-03 18:04:03,76.025,2
2021-10-03 18:04:12,75.975,1
2021-10-03 18:04:15,75.975,1
2021-10-03 18:04:18,75.95,1
2021-10-03 18:04:25,75.975,1
2021-10-03 18:04:25,75.95,1
2021-10-03 18:04:26,75.95,1
2021-10-03 18:04:41,75.95,1
2021-10-03 18:04:41,75.925,1
2021-10-03 18:04:42,75.925,1
2021-10-03 18:04:45,75.95,1
2021-10-03 18:05:01,75.925,1
2021-10-03 18:05:02,75.95,1
2021-10-03 18:05:03,75.95,1
2021-10-03 18:05:20,75.925,1
2021-10-03 18:05:30,75.95,1
2021-10-03 18:05:34,76.0,2
2021-10-03 18:05:34,76.025,2
2021-10-03 18:05:50,76.05,1
2021-10-03 18:05:59,76.025,1
2021-10-03 18:06:09,76.025,1
2021-10-03 18:06:29,76.025,1
2021-10-03 18:06:35,76.025,1
2021-10-03 18:07:10,76.0,1
2021-10-03 18:07:41,76.0,1
2021-10-03 18:07:43,76.0,1
2021-10-03 18:08:54,76.0,1
2021-10-03 18:09:15,76.025,1
2021-10-03 18:09:48,76.025,1
2021-10-03 18:10:00,76.0,3
2021-10-03 18:10:01,75.975,1
2021-10-03 18:10:23,76.0,2
2021-10-03 18:10:38,76.025,2
2021-10-03 18:10:42,76.0,1
2021-10-03 18:11:10,76.0,1
2021-10-03 18:12:15,75.975,1
2021-10-03 18:12:48,75.95,1
2021-10-03 18:12:50,75.95,1
2021-10-03 18:14:01,75.95,2
2021-10-03 18:14:16,75.925,1
2021-10-03 18:15:07,75.925,1
2021-10-03 18:15:08,75.9,1
2021-10-03 18:15:09,75.925,2
2021-10-03 18:15:37,75.925,1
2021-10-03 18:16:02,75.9,1
2021-10-03 18:16:20,75.9,1
2021-10-03 18:16:34,75.925,1
2021-10-03 18:17:05,75.925,1
2021-10-03 18:17:08,75.925,1
2021-10-03 18:17:13,75.925,1
2021-10-03 18:17:18,75.925,1
2021-10-03 18:18:12,75.925,1
2021-10-03 18:18:21,75.925,2
2021-10-03 18:19:08,75.925,1
2021-10-03 18:19:22,75.925,1
2021-10-03 18:20:18,75.925,1
2021-10-03 18:20:35,75.925,1
2021-10-03 18:20:50,75.925,2
2021-10-03 18:20:58,75.95,2
2021-10-03 18:20:59,75.925,1
2021-10-03 18:21:18,75.925,1
2021-10-03 18:22:00,75.95,1
2021-10-03 18:22:04,75.95,4
2021-10-03 18:22:30,75.95,1
2021-10-03 18:23:00,75.95,2
2021-10-03 18:23:01,75.95,1
2021-10-03 18:23:07,75.975,2
2021-10-03 18:23:20,75.975,2
2021-10-03 18:25:08,75.95,1
2021-10-03 18:25:36,75.95,1
2021-10-03 18:26:19,75.975,1
2021-10-03 18:28:47,76.0,1
2021-10-03 18:28:58,76.0,7
2021-10-03 18:29:21,76.0,1
2021-10-03 18:29:23,76.0,1
2021-10-03 18:29:45,76.0,1
2021-10-03 18:30:16,76.0,1
2021-10-03 18:30:20,76.0,4
2021-10-03 18:30:21,76.025,1
2021-10-03 18:30:22,76.025,1
2021-10-03 18:30:52,76.0,1
2021-10-03 18:30:56,76.025,3
2021-10-03 18:31:48,76.025,4
2021-10-03 18:31:49,76.025,1
2021-10-03 18:32:29,76.05,1
2021-10-03 18:32:31,76.025,1
2021-10-03 18:33:46,76.025,1
2021-10-03 18:35:56,76.025,1
2021-10-03 18:36:30,76.05,1
2021-10-03 18:36:50,76.05,1
2021-10-03 18:37:00,76.025,1
2021-10-03 18:37:04,76.025,1
2021-10-03 18:37:16,76.025,1
2021-10-03 18:37:55,76.025,2
2021-10-03 18:37:59,76.025,2
2021-10-03 18:39:41,76.025,1
2021-10-03 18:40:01,76.0,1
2021-10-03 18:40:18,76.0,1
2021-10-03 18:40:31,76.0,5
2021-10-03 18:41:04,76.025,1
2021-10-03 18:41:20,76.0,1
2021-10-03 18:42:26,75.975,2
2021-10-03 18:42:29,75.975,1
2021-10-03 18:43:21,75.975,2
2021-10-03 18:43:40,75.975,1
2021-10-03 18:45:02,76.0,2
2021-10-03 18:45:09,76.0,1
2021-10-03 18:45:42,76.0,1
2021-10-03 18:46:21,75.975,2
2021-10-03 18:46:26,75.975,1
2021-10-03 18:46:36,75.975,1
2021-10-03 18:46:40,75.975,1
2021-10-03 18:47:13,75.975,2
2021-10-03 18:47:36,76.0,1
2021-10-03 18:47:52,76.0,1
2021-10-03 18:47:56,76.0,3
2021-10-03 18:48:07,75.975,1
2021-10-03 18:48:08,75.975,2
2021-10-03 18:48:51,75.975,2
2021-10-03 18:50:00,75.975,2
2021-10-03 18:51:16,75.975,1
2021-10-03 18:51:23,76.0,1
2021-10-03 18:52:13,76.0,1
2021-10-03 18:53:34,76.025,1
2021-10-03 18:53:40,76.025,1
2021-10-03 18:54:29,76.0,4
2021-10-03 18:54:42,75.975,1
2021-10-03 18:55:05,75.95,3
2021-10-03 18:55:06,75.925,1
2021-10-03 18:55:15,75.925,1
2021-10-03 18:55:34,75.9,2
2021-10-03 18:55:46,75.9,1
2021-10-03 18:55:59,75.9,1
2021-10-03 18:56:39,75.875,2
2021-10-03 18:56:46,75.875,2
2021-10-03 18:56:55,75.9,1
2021-10-03 18:57:46,75.875,6
2021-10-03 18:57:52,75.875,1
2021-10-03 18:57:54,75.875,1
2021-10-03 18:58:28,75.875,1
2021-10-03 18:59:40,75.875,1
2021-10-03 18:59:53,75.875,1
2021-10-03 19:00:00,75.9,2
2021-10-03 19:00:06,75.875,1
2021-10-03 19:00:58,75.85,1
2021-10-03 19:00:58,75.825,1
2021-10-03 19:01:11,75.85,1
2021-10-03 19:01:30,75.85,1
2021-10-03 19:01:34,75.85,1
2021-10-03 19:01:43,75.85,1
2021-10-03 19:01:56,75.825,1
2021-10-03 19:03:32,75.825,1
2021-10-03 19:05:30,75.825,2
2021-10-03 19:06:23,75.85,1
2021-10-03 19:08:28,75.85,1
2021-10-03 19:08:39,75.85,1
2021-10-03 19:08:42,75.85,2
2021-10-03 19:09:03,75.875,1
2021-10-03 19:09:30,75.875,1
2021-10-03 19:09:33,75.875,2
2021-10-03 19:10:34,75.875,5
2021-10-03 19:10:52,75.875,3
2021-10-03 19:11:01,75.85,1
2021-10-03 19:11:17,75.85,1
2021-10-03 19:12:04,75.85,1
2021-10-03 19:14:20,75.85,1
2021-10-03 19:15:25,75.875,1
2021-10-03 19:15:36,75.85,10
2021-10-03 19:16:11,75.825,1
2021-10-03 19:16:55,75.825,1
2021-10-03 19:17:05,75.825,2
2021-10-03 19:19:43,75.825,2
2021-10-03 19:20:35,75.8,1
2021-10-03 19:20:48,75.8,1
2021-10-03 19:21:40,75.775,1
2021-10-03 19:21:51,75.775,2
2021-10-03 19:21:55,75.8,1
2021-10-03 19:22:11,75.8,1
2021-10-03 19:23:11,75.8,1
2021-10-03 19:23:32,75.8,1
2021-10-03 19:23:42,75.8,1
2021-10-03 19:23:50,75.775,2
2021-10-03 19:26:03,75.775,2
2021-10-03 19:26:08,75.75,7
2021-10-03 19:26:20,75.75,1
2021-10-03 19:26:28,75.75,1
2021-10-03 19:28:03,75.75,3
2021-10-03 19:28:08,75.75,1
2021-10-03 19:28:14,75.75,5
2021-10-03 19:30:07,75.8,1
2021-10-03 19:30:37,75.8,4
2021-10-03 19:30:49,75.8,1
2021-10-03 19:34:52,75.8,2
2021-10-03 19:35:04,75.825,3
2021-10-03 19:36:35,75.825,1
2021-10-03 19:36:36,75.825,1
2021-10-03 19:38:40,75.85,1
2021-10-03 19:38:41,75.85,1
2021-10-03 19:39:57,75.825,4
2021-10-03 19:41:01,75.8,1
2021-10-03 19:43:42,75.825,1
2021-10-03 19:43:47,75.825,1
2021-10-03 19:43:58,75.825,1
2021-10-03 19:44:45,75.825,1
2021-10-03 19:45:08,75.8,1
2021-10-03 19:45:18,75.8,1
2021-10-03 19:45:38,75.8,1
2021-10-03 19:45:49,75.8,1
2021-10-03 19:47:19,75.8,1
2021-10-03 19:48:34,75.8,2
2021-10-03 19:48:45,75.825,1
2021-10-03 19:55:27,75.8,1
2021-10-03 19:55:29,75.8,1
